,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
0,1,FCA Foundation/Hirotec America/Molex&Oakland Schools Technical Campus Northeast,The Juggernauts,Pontiac,Michigan,USA,1997,,FIM,Oakland Schools Technical Campus Northeast,,CMPMI
1,4,Lockheed Martin/Cooler Master/Sawing Services/Gibbs CAM/SolidWorks/WAAG/Full Scale Effects/Raytheon&High Tech La,Team 4 ELEMENT,Van Nuys,California,USA,1997,,,High Tech La,,CMPTX
2,8,Google/Dropbox/Monsanto/Arm Inc./Western Digital/D&K Precision Sheet Metal Inc./Kirk's Steakburgers&Palo Alto High,Paly Robotics,Palo Alto,California,USA,1996,,,Palo Alto High,,CMPTX
3,11,Siemens/National Defense Education Program/BAE Systems/ASCO/Chameleon Designs/Nokia/LGS Innovations/Mt. Olive School District&Mt  Olive High,MORT,Flanders,New Jersey,USA,1997,,FMA,Mt  Olive High,,CMPMI
4,16,Baxter Healthcare Corporation&Mtn Home High Career Academics,Bomb Squad,Mountain Home,Arkansas,USA,1996,,,Mtn Home High Career Academics,,CMPTX
5,20,Global Foundries - Town of Malta Foundation/Ignite U powered by NYSTEC/BAE SYSTEMS/GE/Advanced Manufacturing Techniques Inc./NYSTAR and CATS at Rensselaer Polytechnic Institute/KLA Foundation&Shenendehowa High School,The Rocketeers,Clifton Park,New York,USA,1992,,,Shenendehowa High School,,CMPMI
6,21,The Boeing Company/Planet Fitness of Daytona/School Board of Brevard County/NASA EGS/Indian River Technology llc/Florida Power & Light/State of Florida/MRO Supply/Teledyne Marine&Astronaut High School&Titusville High School,ComBBAT,Titusville,Florida,USA,1998,,,Astronaut High School & Titusville High School,,CMPTX
7,23,Pilgrim Nuclear/Entergy Corporation&Plymouth North High&Plymouth North High,PNTA Pilgrim Nuclear Technology Alliance,Plymouth,Massachusetts,USA,1995,,NE,Plymouth North High & Plymouth North High,,CMPMI
8,25,Bristol-Myers Squibb Co./Picatinny Arsenal. US Dept of Defense/Neil Parikh/CIMA/Harris Corporation/North Brunswick Public Schools/Raider Robotix Parent and Mentor Organization&North Brunswick Twp High,Raider Robotix,North Brunswick,New Jersey,USA,1997,,FMA,North Brunswick Twp High,,CMPMI
9,27,The Diez Group/BorgWarner/Boeing/CNC Parts Online/FCA Foundation/Mclaren Health Care/Superior Buick GMC/Woodworth Incorporated/Meritor/BAE/Continental Structural Plastics/CooperStandard/Dalton Industries/DENSO/Department of Defense DoDSTEM/Dickinson Wright PLLC/Lawrence Plastics/Magna Powertrain/Applied Manufacturing Technologies/ZF - TRW/APTIV/ARC Investments/C&S Holding LLC/Clarkston Rotary/State Of Michigan/TechmodeGO/Röchling/Parker's Hilltop Brewery/RUSH Alumni/Vibe Credit Union/Bradford & Barthel/Omnia Data Services/K&S Ventures Inc/Continential/Industrial Furnace Interiors/Maximum Mold Group/Ed & Helen Glowski/Genisys Credit Union&Clarkston High School,Team RUSH,Clarkston,Michigan,USA,1997,,FIM,Clarkston High School,,CMPMI
10,28,&Pierson Middle/High School,Pierson Whalers,Sag Harbor,New York,USA,1996,,,Pierson Middle/High School,,CMPMI
11,31,Best Buy/Boeing/Department of Defense Education Program/Williams/OSDE/AEP/Tulsa Stem Alliance&Jenks Hs,Prime Movers,Jenks,Oklahoma,USA,1997,,,Jenks Hs,,CMPTX
12,33,Fiat Chrysler Automobiles/The FCA Foundation/Innovation First International/TI Automotive/Elite Fence Products/Hubbard Spring/BAE Systems/The Woodbridge Group & Notre Dame Preparatory,Killer Bees,Auburn Hills,Michigan,USA,1996,,FIM,Notre Dame Preparatory,,CMPMI
13,34,Limestone County Legislative Delegation/Boeing/Limestone County Board of Education & Limestone Co Area Voc Tech & Family/Community,Rockets,Athens,Alabama,USA,1997,,,Family/Community & Limestone Co Area Voc Tech,,CMPTX
14,41,Picatinny Arsenal/The Knotts Company/Nokia Bell Labs/Picut Manufacturing/Warren Lions Club/Thor Labs/Intuitive Surgical/P&R Fasteners Inc./Bruns-Pak/Advent Industrial/Offaly Associates LLC/Hobin Engineering/Advanced Circuits/Watchung Hills Education and Technology Foundation&Watchung Hills Reg H,RoboWarriors,Warren,New Jersey,USA,1997,,FMA,Watchung Hills Reg H,,CMPMI
15,45,"Delphi/Kokomo School Corporation/Duke Energy/AndyMark, Inc./Community Foundation of Howard County/Kokomo Education Foundation/1Up! Software/Northwest Radiology Network/ProPrints/Stearns Mini Warehouse&Kokomo High School",TechnoKats Robotics Team,Kokomo,Indiana,USA,1992,,IN,Kokomo High School,,CMPMI
16,48,Aptiv Foundation/Aptiv/Nordson XALOY&Warren G Harding High School,Team E.L.I.T.E.,Warren,Ohio,USA,1998,,,Warren G Harding High School,,CMPMI
17,51,GM Propulsion Systems/APTIV/Delphi Foundation/Ford Foundation/FCA Foundation/BAE Systems/The School Disrict of the City of Pontiac&Pontiac High School,The Wings of Fire,Pontiac,Michigan,USA,1996,,FIM,Pontiac High School,,CMPMI
18,56,Ethicon / Picatinny Arsenal / JM Staffing Solutions &Bound Brook High,R.O.B.B.E.,Bound Brook,New Jersey,USA,1997,,FMA,Bound Brook High,,CMPMI
19,58,Robotics Institute of Maine/South Portland School Department&South Portland High School,The Riot Crew,South Portland,Maine,USA,1996,,NE,South Portland High School,,CMPMI
20,59,RamTech 59 from Miami Coral Park Senior High/Motorola Solutions Foundation/Florida Power & Light/State of Florida/Miami Coral Park Adult Education Center/Harris Corporation/Beckman Coulter/Exponent/Festo/Suncoast Elevator Solutions/RC Interiors/Ramtech Robotics Summer Camp/Vila Auto Center/Seaboard Marine/The Home Depot&Miami Coral Park Senior High,RamTech,Miami,Florida,USA,1997,,,Miami Coral Park Senior High,,CMPTX
21,60,"UNS/FCA/Purvis Industries/Brackett Aircraft/Potters, Inc/Praxair/Sutton Funeral Home/Mohave County Block Grant/I Corp/True Value/Harley Davidson Foundation/Altice USA/West Coast Netting/Call Center USA/Freiday Construction/A 2 Z Roofing/American Woodmark/Drinking Age Motors/Leggett Engineering&Kingman High School&Kingman Academy of Learning - High School&Lee Williams High School",Bionic Bulldogs,Kingman,Arizona,USA,1997,,,Kingman High School & Kingman Academy of Learning - High School & Lee Williams High School,,CMPTX
22,61,TE Connectivity/Foster-Miller&Blackstone Valley,The Intimidators,Upton,Massachusetts,USA,1995,,NE,Blackstone Valley,,CMPMI
23,63,Millcreek Township School District/GE Volunteers & Mcdowell Hs,McDowell Robotics Team 63,Erie,Pennsylvania,USA,1997,,,Mcdowell Hs,,CMPMI
24,66,General Motors Corp/Michigan Department of Education/ZF&Ypsilanti STEMM Middle College,Grizzly Robotics,Ypsilanti,Michigan,USA,1998,,FIM,Ypsilanti STEMM Middle College,,CMPMI
25,67,General Motors Milford Proving Ground & Huron Valley Schools,The HOT Team,Highland,Michigan,USA,1997,,FIM,Huron Valley Schools,,CMPMI
26,68,General Motors/Michigan Department of Education/Fiat Chrysler Automobiles Foundation/Esys Automation/Continental Automotive Systems/ARL Service/Michigan Renaissance Festival/BAE/Denso/Valeo&Brandon High School,Truck Town Thunder,Ortonville,Michigan,USA,1998,,FIM,Brandon High School,,CMPMI
27,69,Quincy Public Schools/P & G Gillette&Quincy Public Schools,HYPER,Quincy,Massachusetts,USA,1998,,NE,Quincy Public Schools,,CMPMI
28,70,General Motors/State of Michigan/Fiat Chrysler Automotive Foundation/Kettering University/Patti Engineering/Leoni/Midstates Bolt & Screw Co./Mid Michigan Robotics Alliance/Polyflex Products/Spentech/Ford Motor &Goodrich High School,More Martians,Goodrich,Michigan,USA,1998,,FIM,Goodrich High School,,CMPMI
29,71,School City of Hammond/Caterpillar/City of Hammond/Bemcor International/Tri State Automation&Area Career Center,Team Hammond,Hammond,Indiana,USA,1996,,IN,Area Career Center,,CMPMI
30,74,Haworth Inc./Profile Films/Russells Technical Products/SpinDance/EBW Electronics/Up and Running Software/River City Metals/PTC/A.D. Bos Vending Services/Hann Persinger P.C.&Holland High School&Black River Public School,Team CHAOS,Holland,Michigan,USA,1995,,FIM,Holland High School & Black River Public School,,CMPMI
31,75,J&J Consumer Inc/Summit Associates/Richmond Foundation/Draftek Design/Kuchavik Consulting & Design/Picatinny Arsenal/Rutgers Dept of Physics and Technology/Active Disposal&Hillsborough High,RoboRaiders,Hillsborough,New Jersey,USA,1996,,FMA,Hillsborough High,,CMPMI
32,78,Naval Undersea Warfare Center/BankNewport/Casapinka/CVS Health Foundation/KVH Industries/Nordson EFD/Raytheon/Rite-Solutions/Waters Corporation&Aquidneck Island Robotics,AIR STRIKE,Newport,Rhode Island,USA,1996,,NE,Aquidneck Island Robotics,,CMPMI
33,79,Honeywell Aerospace/State of Florida&East Lake High School,Team Krunch,Tarpon Springs ,Florida,USA,1998,,,East Lake High School,,CMPTX
34,81,Honeywell/Freeport School District 145/Ultrasonic Power Corporation/Trez Turning/Morse Electric/Kiwanis Clubs of Freeport/RestorX/Papa Murphy's/Atkins Energy/Culver's of Freeport & Freeport High School & Lena-Winslow High School,MetalHeads,Freeport,Illinois,USA,1994,,,Freeport High School & Lena-Winslow High School,,CMPMI
35,85,Herman Miller Foundation/ITW  Drawform/Trans-matic/Request Foods/Lakeshore Cutting/Mead Johnson Nutritionals/ODL/Gentex/Midway Machine Techlologies/Town & Country Group/Plascore/Consumers Energy/Global Concepts/Disher Design/JR Automation/Challenge Mfg. Company/Hilman Automation/Koops/Superior Cutting Services/Zeeland Farm Service/Woodward&Zeeland West High School&Zeeland East High School,B.O.B. (Built on Brains),Zeeland,Michigan,USA,1996,,FIM,Zeeland West High School & Zeeland East High School,,CMPMI
36,86,JEA/Johnson and Johnson Vision Care /State of Florida/Black and Veatch Engineering/Renaissance Jax Inc/Duval County Public Schools/Alro Metals Plus&Stanton College Preparatory,Team Resistance,Jacksonville,Florida,USA,1998,,,Stanton College Preparatory,,CMPTX
37,87,"Lockheed Martin/COMCAST-NBC Universal/Metal Specialists/Lowe's of Lumberton, NJ&Rancocas Valley Reg H",Diablo,Mount Holly,New Jersey,USA,1997,,FMA,Rancocas Valley Reg H,,CMPMI
38,88,"DePuy Synthese, Inc. /Harpak Ulma&Bridgewater-Raynham Reg",TJ²,Bridgewater,Massachusetts,USA,1996,,NE,Bridgewater-Raynham Reg,,CMPMI
39,93,Plexus Corp./Appleton Area School District & Tesla Engineering Charter School & East High & North High & West High,NEW Apple Corps,Appleton,Wisconsin,USA,1997,,,Tesla Engineering Charter School & East High & North High & West High,,CMPMI
40,94,Denso/FORD MOTOR COMPANY/Eaton Corporation&Southfield High School,The  Ninetyfouriors,Southfield,Michigan,USA,1998,,FIM,Southfield High School,,CMPMI
41,95,Hartford Area Career and Technology Center/Progressive Manufacturing/Hypertherm/Fujifilm Dimatix/BAE Systems/OnShape&Hartford Area Career and Technology Center,Grasshoppers,White River Junction,Vermont,USA,1997,,NE,Hartford Area Career and Technology Center,,CMPMI
42,97,Cambridge Rindge and Latin School/Gene Haas Foundation/Rindge School of Technical Arts&Cambridge Rindge and Latin,Bionic Beef,Cambridge,Massachusetts,USA,1996,,NE,Cambridge Rindge and Latin,,CMPMI
43,100,Woodside High School Foundation/Sequoia Union High School District/Qualcomm/The Brin Wojcicki Foundation/Beaver Family/Tate Family/SolidWorks/Alan Steel and Supply Company/GitHub/Searcy Family/Intuitive Surgical/Aditazz/Vander-Bend/Sutter Instrument&Woodside High,The WildHats,Woodside,California,USA,1995,,,Woodside High,,CMPTX
44,101,ClusterBlue /Friends of Striker&St Patrick High School,Striker,Chicago,Illinois,USA,1997,,,St Patrick High School,,CMPMI
45,102,"Janssen Pharmaceuticals Inc./Piccatinny Arsenal/Siemens Smart Infrastructure/Air Liquide/PSEG/Dr. Victor J. Bauer/Central Jersey Trailer and Hitch LLC/Alloy Welding Company, Inc./Gerber Metal Supply Company&Somerville High",The Gearheads,Somerville,New Jersey,USA,1998,,FMA,Somerville High,,CMPMI
46,103,"Amplifier Research/Lutron Electronics, Inc/Harro Hoflinger/LVTA Engineering Detailing/Springfield General/Storr Tractor/Eisenhart Construction/Coldwell Banker/Olde Tyme Designs/Tohickon Glass & Tile/Palisades High School&Palisades Hs",Cybersonics,Kintnersville,Pennsylvania,USA,1997,,FMA,Palisades Hs,,CMPMI
47,107,Metal Flow/Tommy's Express Car Wash/JR Automation/World Class Prototypes/Koops/Twisthink&Holland Christian High School,Team R.O.B.O.T.I.C.S.,Holland,Michigan,USA,1997,,FIM,Holland Christian High School,,CMPMI
48,108,Motorola Solutions Foundation/Florida Power & Light/Apex Machine Company/The State of Florida/DPR Construction/Harold Rosenberg Fund for Children's Education of the Community Foundation of Broward /Citirix&Dillard High School,SigmaC@T Robotics Team,Fort Lauderdale,Florida,USA,1995,,,Dillard High School,,CMPTX
49,111,Motorola Solutions Foundation/Bosch/Nu-Way Industries/Fermilab/Methode Electronics/Bosch Rexroth/Township High School District 214/District 23/DevLinks Automation & Robotics/GCAMP/Slack/European Painting and Decorating/AvTech/Lendrex/Automatic Precision/ATS Sortimat/The Ortman Group/Koch Family&Rolling Meadows High School&Wheeling High School&Prospect High School&John Hersey High School&Elk Grove High School&Buffalo Grove High School&Macarthur Middle School,WildStang,Arlington Heights,Illinois,USA,1996,,,Elk Grove High School & Macarthur Middle School & Buffalo Grove High School & Rolling Meadows High School & Wheeling High School & Prospect High School & John Hersey High School,,CMPMI
50,114,"Google/Apple/Quotient Technology Inc./Ferrous Systems/Powermatic Associates/Chegg/Dialog Semiconductor/PowerFlex Systems/SolidWorks/IMT Precision, Inc./Beam On Technology/Gilbert Spray/Applied Welding Technology/Los Altos High School/Family and Friends&Los Altos High",Eaglestrike,Los Altos,California,USA,1997,,,Los Altos High,,CMPTX
51,115,"Fremont Union High School Foundation/Qualcomm/Intuitive Surgical/Brin-Wojcicki Foundation/Western Digital/Apprion, Inc/Lockheed Martin/EMC2/De Anza College Machine Shop/Pinnacle Manufacturing&Monta Vista High",MVRT,Cupertino,California,USA,1998,,,Monta Vista High,,CMPTX
52,116,"NASA Headquarters/The PTR Group, Inc./Mach5&Herndon High",Epsilon Delta,Herndon,Virginia,USA,1996,,CHS,Herndon High,,CMPMI
53,117,The Heinz Endowments/Google&Pittsburgh Allderdice Hs,The Steel Dragons,Pittsburgh,Pennsylvania,USA,1998,,,Pittsburgh Allderdice Hs,,CMPMI
54,118,NASA/NASA-JSC & Clear Creek H S,Robonauts,League City,Texas,USA,1997,,TX,Clear Creek H S,,CMPTX
55,120,NASA/NASA Glenn Research Center/Cuyahoga Community College/Rockwell Automation&Youth Technology Academy,Cleveland's Team,Cleveland,Ohio,USA,1995,,,Youth Technology Academy,,CMPMI
56,121,NDEP/Raytheon/Town of Middletown/Blowfish/Ferreira-Fenton Fund & Middletown High School,Rhode Warriors,Middletown,Rhode Island,USA,1996,,NE,Middletown High School,,CMPMI
57,122,NASA Langley Research Center/TE Connectivity/Virginia Aerospace Business Association/New Horizons Regional Education Center&New Horizons Regional Education Center,NASA Knights,Hampton,Virginia,USA,1997,,CHS,New Horizons Regional Education Center,,CMPMI
58,123,General Motors Foundation/Ford Motor/National Instruments/DADARA/State of Michigan&Hamtramck High School,Team - Cosmos,Hamtramck,Michigan,USA,1997,,FIM,Hamtramck High School,,CMPMI
59,125,Northeastern University/Sonos Inc./United Technologies/Markforged/PTC/BAE Systems/West Coast Products LLC/NASA&Revere High&Brookline High&Boston Latin&Greater Boston 4-H Robotics,NUTRONs,Boston,Massachusetts,USA,1998,,NE,Greater Boston 4-H Robotics & Boston Latin & Brookline High & Revere High,,CMPMI
60,126,Nypro Inc. a Jabil Company & Clinton Senior High,Gael Force,Clinton,Massachusetts,USA,1992,,NE,Clinton Senior High,,CMPMI
61,128,"American Electric Power/Grandview Bobcat Boosters, Inc.&Grandview Heights High School",The Botcats,Grandview Heights,Ohio,USA,1997,,,Grandview Heights High School,,CMPMI
62,131,"BAE SYSTEMS/Rockwell Automation/Solid Works/CHAOS Families/Cronin Bisson & Zalinsky, Attorneys at Law/C.H.A.O.S Alumni/Queen City Rotary Club/Saint Mary's Bank/NBT Bank&Manchester Central High School&Hillsborough County 4-H",C.H.A.O.S. (Central High And Our Sponsors),Manchester,New Hampshire,USA,1992,,NE,Hillsborough County 4-H & Manchester Central High School,,CMPMI
63,133,ITS Inc./Lockheed Martin/Robotics Institute of Maine/MSAD6&Bonny Eagle High School,B.E.R.T.,Standish,Maine,USA,1997,,NE,Bonny Eagle High School,,CMPMI
64,135,Patrick Metals/PHM Educational Foundation Corporations For Education/Regal Mold and Die&Penn High School,Penn Robotics,Mishawaka,Indiana,USA,1998,,IN,Penn High School,,CMPMI
65,136,"Plainfield Board of Education / Ivy Visions, Inc. & Plainfield High",Killer Kardinals,Plainfield,New Jersey,USA,1997,,FMA,Plainfield High,,CMPMI
66,138,Monarch Instrument/Rockwell Automation/BAE Systems/John Alberts Welding/BB Mold/Rapid Sheet Metal/S&S Machine/Amherst Lions Club/County Stores/PJ Currier Lumber&Souhegan Coop High School,Entropy,Amherst,New Hampshire,USA,1996,,NE,Souhegan Coop High School,,CMPMI
67,141,"Engineered Automation Systems, Inc./JR Automation Technologies, LLC/Holland Board of Public Works/Consumers Energy/Bradford Company/Tric Tool, Ltd./Koop & Burr Insurance/Gentex/Woodward Inc./OMT-Veyhl/Lakeshore Cutting Solutions/Padnos/Fastenal/Kaydon/DeLeeuw Lumber&West Ottawa High School Campus",WOBOT,Holland,Michigan,USA,1995,,FIM,West Ottawa High School Campus,,CMPMI
68,144,Clippard Instruments/HydroTech/P&G/Kroger Manufacturing/Alexander and Associates/Skyline Chili/Earl and Florence Simmons Foundation&Butler Tech - Colerain High School&Butler Tech - Northwest High School,The R.O.C.K,Cincinnati,Ohio,USA,1994,,,Butler Tech - Colerain High School & Butler Tech - Northwest High School,,CMPMI
69,145,Follett Foundation/Greater Norwich Foundation/Otis Thompsen Foundation/Anna Mabey Foundation/The Balloon Detail & Unadilla Valley High School & Norwich High School & Sherburne-Earlville Senior High School,T-Rx,Norwich,New York,USA,1997,,,Unadilla Valley High School & Norwich High School & Sherburne-Earlville Senior High School,,CMPMI
70,148,Innovation First International/L3 Aerospace Systems/Texas Workforce Commission&Greenville H S,Robowranglers,Greenville,Texas,USA,1992,,TX,Greenville H S,,CMPTX
71,151,MakeIt Labs/GHO Ventures/BAE Systems/3rd Degree Safety Solutions/Parker Hannifin/Raytheon/Star Machines/Ritz Carlton Boston/The Godfrey Hotel/Corning Foundation&Nashua High School South&Nashua High School North&Family/Community,Tough Techs,Nashua,New Hampshire,USA,1992,,NE,Family/Community & Nashua High School North & Nashua High School South,,CMPMI
72,155,"United Techologies Pratt & Whitney Division, East Hartford, CT/Comcast & Berlin High School & Catherine M. Mcgee Middle School",The Technonuts,Berlin,Connecticut,USA,1994,,NE,Berlin High School & Catherine M. Mcgee Middle School,,CMPMI
73,156,General Electric Transportation&Fairview Hs,RPM  - Robotics Plus Mayhem ,Fairview,Pennsylvania,USA,1997,,,Fairview Hs,,CMPMI
74,157,Boston Scientific/Avidia Bank/Tier Point/Raytheon/Entwistle&Assabet Valley Voc Hs,AZTECHS,Marlborough,Massachusetts,USA,1992,,NE,Assabet Valley Voc Hs,,CMPMI
75,159,Nordson Medical/Advanced Micro Devices Inc/GST Power Service Group/Wolf Robotics/Hewlett Packard Enterprise/Advanced Energy/Metal Distributors/Dynamic Group Circuit Design/Exponential Engineering/Fort Collins Plastics/Noosa Yoghurt/4Rivers Equipment/US Engineering&Poudre High School,Alpine Robotics,Fort Collins,Colorado,USA,1998,,,Poudre High School,,CMPTX
76,166,"BAE Systems/The Bull Family/Raytheon/B & K Industrial Finishing, Inc./Pulsar Security&Merrimack High School",Chop Shop,Merrimack,New Hampshire,USA,1995,,NE,Merrimack High School,,CMPMI
77,167,Rockwell Collins/Aero Antenna Technology&Iowa City High School&West Senior High School&Liberty High School,Children of the Corn,Iowa City,Iowa,USA,1998,,,Liberty High School & West Senior High School & Iowa City High School,,CMPMI
78,171,John Deere/University of Wisconsin - Platteville/Alliant Energy/Foust Prototyping/Esterline Avista&Platteville High,Cheese Curd Herd,Platteville,Wisconsin,USA,1995,,,Platteville High,,CMPMI
79,172,Lanco Integrated/Chinburg Management/Falmouth High School/Adobe/Texas Instruments/Robotics Institute of Maine/IDEXX Laboratories/GoFar&Gorham High School&Falmouth High School,Northern Force,Falmouth/Gorham,Maine,USA,1996,,NE,Falmouth High School & Gorham High School,,CMPMI
80,173,Hubbell/United Technologies/iDevices/CNC Software&Tolland High School&Ellington High School&Connecticut Ib Academy&East Hartford High School,RAGE Robotics ⚙️,Tolland,Connecticut,USA,1995,,NE,East Hartford High School & Connecticut Ib Academy & Ellington High School & Tolland High School,,CMPMI
81,175,Collins Aerospace&Enfield High School,Buzz Robotics,Enfield,Connecticut,USA,1996,,NE,Enfield High School,,CMPMI
82,176,"Illinois Tool Works (ITW)/Amiel P. Zak Fund /Collins Aerospace&Windsor Locks High School&Suffield High School&Connecticut 4-H Foundation, Inc.",Aces High,Windsor Locks,Connecticut,USA,1996,,NE,"Connecticut 4-H Foundation, Inc. & Windsor Locks High School & Suffield High School",,CMPMI
83,177,United Technologies & South Windsor High School,Bobcat Robotics,South Windsor,Connecticut,USA,1995,,NE,South Windsor High School,,CMPMI
84,178,UTC Otis Elevator/Parker Hannifin Corp. Fluid Control Div./Sikorsky/Farmington Friends of Robotics&Farmington High School,The 2nd Law Enforcers,Farmington,Connecticut,USA,1997,,NE,Farmington High School,,CMPMI
85,179,Propp Family Foundation/Canon/Aerojet Rocketdyne/EDF/Lockheed Martin/FP&L/Florida Turbine Technologies/State of Florida&Inlet Grove Community High School&Suncoast Community High School,Children of the Swamp,Riviera Beach,Florida,USA,1998,,,Suncoast Community High School & Inlet Grove Community High School,,CMPTX
86,180,Florida Power & Light/UL/State of Florida/Pratt & Whitney/Lockheed Martin - Sikorsky/Siemens&South Fork High School&Clark Advanced Learning Center&Martin County High School&Jensen Beach High School,S.P.A.M.,Stuart,Florida,USA,1998,,,South Fork High School & Clark Advanced Learning Center & Martin County High School & Jensen Beach High School,,CMPTX
87,181,United Technologies&Hphs Academy of Engineering and Green Technology&Pathways to Technology Magnet School,Birds Of Prey,Hartford,Connecticut,USA,1998,,NE,Hphs Academy of Engineering and Green Technology & Pathways to Technology Magnet School,,CMPMI
89,190,WPI&Ma Academy for Math and Science School,Gompei and the H.E.R.D.,Worcester,Massachusetts,USA,1992,,NE,Ma Academy for Math and Science School,,CMPMI
90,191,Xerox Corporation/Sikorsky · Lockheed Martin/Rochester Schools Modernization Program&Joseph C Wilson Magnet High School&Joseph C Wilson Foundation Academy,X-CATS,Rochester,New York,USA,1992,,,Joseph C Wilson Magnet High School & Joseph C Wilson Foundation Academy,,CMPMI
91,192,Robert Bosch LLC/Madco Welding Supply/Sentient Energy/GRT parents & alumni/Palo Alto Unified School District&Henry M Gunn HS,GRT,Palo Alto,California,USA,1997,,,Henry M Gunn HS,,CMPTX
92,193,Mt. Olive Board of Education/Mount Olive Robotics Education Association & Mt  Olive High,MORT Beta,Flanders,New Jersey,USA,1997,,FMA,Mt  Olive High,,CMPMI
93,195,United Technologies/REV Robotics/Ametek-Hayden Kerk Motion Solutions/Lockheed Martin/Mohawk Northeast/Pyramid Technologies/Tiger Enterprises/JH Metal Finishings&Southington High School,CyberKnights,Southington,Connecticut,USA,1998,,NE,Southington High School,,CMPMI
94,199,Sequoia Union High School District/Google/Pentair Thermal Management/Abbott Fund&Carlmont High,Deep Blue,Belmont,California,USA,1998,,,Carlmont High,,CMPTX
95,201,General Motors Research and Development/The FCA Foundation/Rochester Community Schools Foundation/TARDEC - NDEP/Dura/The State of Michigan/Genisys Credit Union/Oakland University School of Engineering & Computer Science/Chet's Rent-All/Continental/ABB  &Rochester High School,The FEDS,Rochester,Michigan,USA,1998,,FIM,Rochester High School,,CMPMI
96,203,Campbell's Soup/Lockheed Martin/Team #203 Family Robotics Boosters Organization/Camden County Technical Schools Board of Education & Camden Co Tech  Gloucester,SOUPer BOTS,Sicklerville,New Jersey,USA,1998,,FMA,Camden Co Tech  Gloucester,,CMPMI
97,204,Lockheed Martin/Eastern Regional High School Board of Education/Eastern Educational Foundation&Eastern High,Eastern Robotic Vikings,Voorhees,New Jersey,USA,1998,,FMA,Eastern High,,CMPMI
98,207,Walt Disney Imagineering / The Boeing Company /  Roddenberry Foundation / Space X / Northrop Grumman Aerospace Systems / Indusrtial Metal Supply  / Cooler Master & Hawthorne High,METALCRAFTERS,Hawthorne,California,USA,1999,,,Hawthorne High,,CMPTX
99,213,Symbotic LLC/NBT Bank/Whelen /Rolls Royce&Keene High School,The Dirty Birds,Keene,New Hampshire,USA,1999,,NE,Keene High School,,CMPMI
100,216,Hepfer & Associates & Grandville High School,More RoboDawgs,Grandville,Michigan,USA,1999,,FIM,Grandville High School,,CMPMI
101,217,Ford Motor Company/Aptiv Foundation/Detronic Industries&Utica Community Schools,ThunderChickens,Sterling Heights,Michigan,USA,1999,,FIM,Utica Community Schools,,CMPMI
102,219,Picatinny DOTC-Stem/Google/Arxscan&Warren Hills Reg High Sch,Team Impact,Washington,New Jersey,USA,1999,,FMA,Warren Hills Reg High Sch,,CMPMI
103,222,"Tunkhannock Robotics Booster Club/Guyette Communication/Procter and Gamble/Gentex Corporation/Greenman-Pedersen, Inc./Samepage/Print to 3D&Tunkhannock Hs",Tigertrons,Tunkhannock,Pennsylvania,USA,1999,,FMA,Tunkhannock Hs,,CMPMI
104,223,Johnson & Johnson/Turner Pharmaceutical/Eagle Electric/Flemington Instruments and Controls/Picatinny STEM/Reno's Appliances/PatchAmp&Lakeland Reg H,Xtreme Heat,Wanaque,New Jersey,USA,1999,,FMA,Lakeland Reg H,,CMPMI
105,224,Mars International/ARDEC Picatinny - NDEP/F&A Machine&Piscataway Twp High,The Tribe,Piscataway,New Jersey,USA,1999,,FMA,Piscataway Twp High,,CMPMI
106,225,TE Connectivity/Coupling Corporation of America/Paragon Engineering/St. Onge Company/York Country Day School/BAE Systems/PennAir&TechFire Robotics of York,TechFire,York,Pennsylvania,USA,1999,,FMA,TechFire Robotics of York,,CMPMI
107,226,General Motors ME Vehicle Systems/Delphi Foundation/DENSO/Michigan Department of Education/Department of Defence: National Defense Education Program of TARDEC/Kelly Services/Troy Parent Teacher Organization/Troy Foundation for Educational Excellence&Troy High School&Athens High School,Hammerheads,Troy,Michigan,USA,1999,,FIM,Athens High School & Troy High School,,CMPMI
108,228,United Technologies/Trail of Terror/Meriden Board of Education/Mountain View Power Eqiupment/Micro Insert Inc./R&D Precision/The Meriden Foundation/Companion Industries/Hobson Motzer/Component Engineers &Francis T. Maloney High School&Orville H. Platt High School&H. C. Wilcox Technical High School&Mark T. Sheehan High School,GUS Robotics,Meriden,Connecticut,USA,1999,,NE,Mark T. Sheehan High School & H. C. Wilcox Technical High School & Francis T. Maloney High School & Orville H. Platt High School,,CMPMI
109,229,Clarkson University/E/One/Lockheed Martin/Stewart's Shops/Italian Affair/SeaComm Federal Credit Union/Massena Savings and Loan/Verizon/Jefford's Steel and Engineering Company/Corning&Massena Senior High School&Norwood-Norfolk School,Division By Zero,Potsdam,New York,USA,1999,,,Norwood-Norfolk School & Massena Senior High School,,CMPMI
110,230,"United Technologies/Sikorsky, Lockheed Martin/OEM Controls/Ametek-Hayden Kerk/Shelton Public School System/Hubbell/Intuitive Surgical/Logicbroker/Valley Community Foundation&Shelton High School",Gaelhawks,Shelton,Connecticut,USA,1999,,NE,Shelton High School,,CMPMI
111,231,NASA/Texas Workforce Commisson/Oceaneering Space Systems&Pasadena Independent School District,High Voltage,Pasadena,Texas,USA,1998,,TX,Pasadena Independent School District,,CMPTX
