,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
13,41,Picatinny Arsenal/The Knotts Company/Nokia Bell Labs/Picut Manufacturing/Warren Lions Club/Intuitive Surgical/Thor Labs/P&R Fasteners Inc./Advent Industrial/Offaly Associates LLC/Advanced Circuits/Watchung Hills Education and Technology Foundation&Watchung Hills Reg High School,RoboWarriors,Warren,New Jersey,USA,1997,,FMA,Watchung Hills Reg High School,,CMPAW2
14,45,"Kokomo School Corporation/Duke Energy/Best Buy/AndyMark, Inc./Kokomo Education Foundation/Solidarity Federal Credit Union/InMaC/Bayer Fund&Kokomo High School",TechnoKats Robotics Team,Kokomo,Indiana,USA,1992,,FIN,Kokomo High School,,CMPAW2
15,48,Aptiv Foundation / Aptiv / Nordson XALOY & Warren G Harding High School,Team E.L.I.T.E.,Warren,Ohio,USA,1998,,,Warren G Harding High School,,CMPAW2
16,51,GM Propulsion Systems/APTIV/Delphi Foundation/Ford Foundation/BAE Systems/The School Disrict of the City of Pontiac&Pontiac High School,The Wings of Fire,Pontiac,Michigan,USA,1996,,FIM,Pontiac High School,,CMPAW2
17,56,Ethicon/Picatinny Arsenal/Department of Defense (DoD)/Fraternal Order of Eagles - Somerset Aerie #2137/IBM/Bound Brook Elks Lodge #1388/L3Harris Technologies/Bound Brook/Somerset Moose Lodge #988&Bound Brook High School,R.O.B.B.E.,Bound Brook,New Jersey,USA,1997,,FMA,Bound Brook High School,,CMPAW2
18,58,South Portland School Department/Robotics Institute of Maine/Building STEAM&South Portland High School,The Riot Crew,South Portland,Maine,USA,1996,,NE,South Portland High School,,CMPAW2
19,59,RamTech 59 from Miami Coral Park Senior High/Motorola Solutions Foundation/Florida Power & Light/Miami Coral Park Adult Education Center/Beckman Coulter/Suncoast Elevator Solutions/Ramtech Robotics Summer Camp/Seaboard Marine&Miami Coral Park Sr High Sch,RamTech,Miami,Florida,USA,1997,,,Miami Coral Park Sr High Sch,,CMPAW
20,60,FCA/UNS/Purvis Industries/Brackett Aircraft/Laron Inc/Praxair a Linde Company/Altice (Suddenlink)/Communications Specialists/I Corp/Romer Beverage/True Value/Barkhurst Electric/American Woodmark/Call Center USA/Freiday Construction/Drinking Age Motors/Leggett Engineering/Station 66/Wolfe Distributing/JM Eagle/M-14P Inc/Kingman Diesel Repair/Shelves West/Heaven's Scent Florist/Northrop Grumman/Vito's/Kingman Food Bank/Sysco Foods/Peterson Burge Del Oro Foods & Kingman High School & Kingman Academy of Learning HS & Lee Williams High School,Kingman FIRST Robotics Team 60 (The Bionic Bulldogs),Kingman,Arizona,USA,1997,,,Kingman High School & Kingman Academy of Learning HS & Lee Williams High School,,CMPAW
21,61,TE Connectivity / Foster-Miller & Blackstone Vly Reg Voc Tech HS,The Intimidators,Upton,Massachusetts,USA,1995,,NE,Blackstone Vly Reg Voc Tech HS,,CMPAW2
22,63,GE Transportation and GE Digital Solutions / Merit Industries / Millcreek Township School District / GE Volunteers & Mcdowell Senior High School,McDowell Robotics Team 63,Erie,Pennsylvania,USA,1997,,,Mcdowell Senior High School,,CMPAW2
23,66,General Motors Corp/Michigan Department of Education/ZF&Ypsilanti STEMM Middle College,Grizzly Robotics,Ypsilanti,Michigan,USA,1998,,FIM,Ypsilanti STEMM Middle College,,CMPAW2
24,67,General Motors Milford Proving Ground & Huron Valley Schools,The HOT Team,Highland,Michigan,USA,1997,,FIM,Huron Valley Schools,,CMPAW2
25,68,General Motors/Michigan Department of Education/Fiat Chrysler Automobiles Foundation/Magna/Smith Foundation/Delphi Technologies/Thyssen-Krupp/Treasured Roses&Brandon High School,Truck Town Thunder,Ortonville,Michigan,USA,1998,,FIM,Brandon High School,,CMPAW2
26,69,P & G Gillette&Quincy Public Schools,HYPER,Quincy,Massachusetts,USA,1998,,NE,Quincy Public Schools,,CMPAW2
27,70,General Motors / State of Michigan / Fiat Chrysler Automotive Foundation / Kettering University / Patti Engineering / Leoni / Midstates Bolt & Screw Co. / Mid Michigan Robotics Alliance / Polyflex Products / Spentech / Ford Motor & Goodrich High School,More Martians,Goodrich,Michigan,USA,1998,,FIM,Goodrich High School,,CMPAW2
28,71,School City of Hammond/Caterpillar/City of Hammond/Bemcor International/Tri State Automation&Area Career Center,Team Hammond,Hammond,Indiana,USA,1996,,FIN,Area Career Center,,CMPAW2
29,74,Haworth Inc./Russells Technical Products/SpinDance/EBW Electronics/Up and Running Software/River City Metals/PTC/A.D. Bos Vending Services/Hann Persinger P.C.&Holland High School&Black River Public School,Team CHAOS,Holland,Michigan,USA,1995,,FIM,Holland High School & Black River Public School,,CMPAW2
30,75,J&J Consumer Inc/Summit Associates/Richmond Foundation/Draftek Design/Picatinny Arsenal/Active Disposal/Rutgers Dept of Physics and Technology & Hillsborough High School,RoboRaiders,Hillsborough,New Jersey,USA,1996,,FMA,Hillsborough High School,,CMPAW2
31,78,Naval Undersea Warfare Center/ACS Industries/BAE Systems/BankNewport/Casapinka/Chad Kritzas Team/CVS Health Foundation/DoD STEM/Jamestown Press/KVH Industries/Mount Hope Animal Hospital/Nordson EFD/Raytheon/Rite-Solutions/Waters Corporation/W. S. Sanford Inc.&Aquidneck Island Robotics,AIR STRIKE,Newport,Rhode Island,USA,1996,,NE,Aquidneck Island Robotics,,CMPAW2
32,79,Honeywell Aerospace/State of Florida & Family/Community,Team Krunch,Tarpon Springs ,Florida,USA,1998,,,Family/Community,,CMPAW
33,85,Herman Miller Foundation / ITW  Drawform / Trans-matic / Request Foods / Lakeshore Cutting / Mead Johnson Nutritionals / ODL / Gentex / Midway Machine Techlologies / Town & Country Group / Plascore / Consumers Energy / Global Concepts / Disher Design / JR Automation / Challenge Mfg. Company / Hilman Automation / Koops / Superior Cutting Services / Zeeland Farm Service / Woodward & Zeeland West High School & Zeeland East High School,B.O.B. (Built on Brains),Zeeland,Michigan,USA,1996,,FIM,Zeeland West High School & Zeeland East High School,,CMPAW2
34,86,JEA/Johnson and Johnson Vision Care/State of Florida/Black and Veatch Engineering/Renaissance Jax Inc/Duval County Public Schools/Alro Metals Plus & Family/Community & Renaissance Jax Inc,Team Resistance,Jacksonville,Florida,USA,1998,,,Renaissance Jax Inc & Family/Community,,CMPAW
35,87,"Lockheed Martin / COMCAST-NBC Universal / Metal Specialists / Lowe's of Lumberton, NJ & Rancocas Valley Region HS",Diablo,Mount Holly,New Jersey,USA,1997,,FMA,Rancocas Valley Region HS,,CMPAW2
36,88,"DePuy Synthese, Inc. / Harpak Ulma & Bridgewater-Raynham Reg HS",TJ²,Bridgewater,Massachusetts,USA,1996,,NE,Bridgewater-Raynham Reg HS,,CMPAW2
37,93,Plexus Corp./Appleton Area School District&Tesla Engineering Charter Sch&Appleton North High School&Appleton East High School&Appleton West High School,NEW Apple Corps,Appleton,Wisconsin,USA,1997,,,Appleton North High School & Appleton West High School & Appleton East High School & Tesla Engineering Charter Sch,,CMPAW2
38,94,FORD MOTOR COMPANY/Eaton Corporation/Denso/Flex (Concept design)&Southfield Hs-Arts & Tech,The  Ninetyfouriors,Southfield,Michigan,USA,1998,,FIM,Southfield Hs-Arts & Tech,,CMPAW2
39,95,Hartford Area Career and Technology Center / Progressive Manufacturing / Hypertherm / Fujifilm Dimatix / BAE Systems / OnShape & Hartford Area Career-Tech Ctr,Grasshoppers,White River Junction,Vermont,USA,1997,,NE,Hartford Area Career-Tech Ctr,,CMPAW2
40,97,Cambridge Rindge and Latin School/Gene Haas Foundation/Rindge School of Technical Arts/Analog Devices/General Electric Aviation /Google/Graphic Solutions/BAE systems&Cambridge Rindge & Latin HS,Bionic Beef,Cambridge,Massachusetts,USA,1996,,NE,Cambridge Rindge & Latin HS,,CMPAW2
41,100,Woodside High School Foundation/Sequoia Union High School District/Intuitive Surgical/Beaver Family/SolidWorks/Alan Steel and Supply Company/GitHub&Woodside High School,The WildHats,Woodside,California,USA,1995,,,Woodside High School,,CMPAW
42,101,ClusterBlue/Friends of Striker/Anderson Electric&St Patrick High School,Striker,Chicago,Illinois,USA,1997,,,St Patrick High School,,CMPAW2
43,102,Janssen Pharmaceuticals Inc./Piccatinny Arsenal/Siemens Smart Infrastructure/Air Liquide/Dr. Victor J. Bauer&Somerville High School,The Gearheads,Somerville,New Jersey,USA,1998,,FMA,Somerville High School,,CMPAW2
44,103,"Amplifier Research/Lutron Electronics, Inc/Harro Hoflinger/Poppy Plume/Storr Tractor/Eisenhart Construction/Coldwell Banker/Olde Tyme Designs/Palisades High School&Palisades High School",Cybersonics,Kintnersville,Pennsylvania,USA,1997,,FMA,Palisades High School,,CMPAW2
45,107,Metal Flow/Tommy's Express Car Wash/JR Automation/Koops/Disher/Twisthink/RepcoLite/Bradford Just-In-Time Packaging/SoundOff Signal/Barber Ford/Fleet Refinishing Work/World Class Prototypes&Holland Christian High School,Team R.O.B.O.T.I.C.S.,Holland,Michigan,USA,1997,,FIM,Holland Christian High School,,CMPAW2
46,108,Motorola Solutions Foundation/Florida Power & Light/Apex Machine Company/Harold Rosenberg Fund for Children's Education of the Community Foundation of Broward/Citirix Systems/Dillard High School/Alro Metals/The State of Florida&Dillard High School,SigmaC@T Robotics Team,Fort Lauderdale,Florida,USA,1995,,,Dillard High School,,CMPAW
47,111,Motorola Solutions Foundation/Bosch/Nu-Way Industries/Fermilab/Methode Electronics/Bosch Rexroth/Township High School District 214/District 23/DevLinks Automation & Robotics/GCAMP/Slack/European Painting and Decorating/AvTech/Lendrex/Automatic Precision/ATS Sortimat/The Ortman Group/Koch Family&Township High School District 214,WildStang,Arlington Heights,Illinois,USA,1996,,,Township High School District 214,,CMPAW2
48,114,"Google / Apple / Quotient Technology Inc. / Ferrous Systems / Powermatic Associates / Chegg / Dialog Semiconductor / PowerFlex Systems / SolidWorks / IMT Precision, Inc. / Beam On Technology / Gilbert Spray / Applied Welding Technology / Los Altos High School / Family and Friends & Los Altos High School",Eaglestrike,Los Altos,California,USA,1997,,,Los Altos High School,,CMPAW
49,115,"Fremont Union High School Foundation / Qualcomm / Intuitive Surgical / Brin-Wojcicki Foundation / Western Digital / Apprion, Inc / Lockheed Martin / EMC2 / De Anza College Machine Shop / Pinnacle Manufacturing & Monta Vista High School",MVRT,Cupertino,California,USA,1998,,,Monta Vista High School,,CMPAW
50,116,NASA Headquarters&Herndon High School,Epsilon Delta,Herndon,Virginia,USA,1996,,CHS,Herndon High School,,CMPAW2
51,117,Google/PITT OHIO/Heinz Endowments&Pittsburgh Allderdice High Sch,Steel Dragons Robotics,Pittsburgh,Pennsylvania,USA,1998,,,Pittsburgh Allderdice High Sch,,CMPAW2
52,118,NASA-Johnson Space Center&Clear Creek Independent School District,Robonauts,League City,Texas,USA,1997,,FIT,Clear Creek Independent School District,,CMPAW
53,120,NASA/NASA Glenn Research Center/Cuyahoga Community College/Rockwell Automation&Youth Technology Academy,Cleveland's Team,Cleveland,Ohio,USA,1995,,,Youth Technology Academy,,CMPAW2
54,121,NDEP / Raytheon / Town of Middletown / Blowfish / Ferreira-Fenton Fund & Middletown High School,Rhode Warriors,Middletown,Rhode Island,USA,1996,,NE,Middletown High School,,CMPAW2
55,122,NASA Langley Research Center/New Horizons Regional Education Center&New Horizons Regional Education Center,NASA Knights,Hampton,Virginia,USA,1997,,CHS,New Horizons Regional Education Center,,CMPAW2
56,123,General Motors Foundation/Ford Motor/Toyota/National Instruments/DADARA/State of Michigan&Hamtramck High School,Team - Cosmos,Hamtramck,Michigan,USA,1997,,FIM,Hamtramck High School,,CMPAW2
57,125,Northeastern University / Sonos Inc. / United Technologies / Markforged / PTC / BAE Systems / West Coast Products LLC / NASA & Greater Boston 4-H Robotics & Boston Latin School & Brookline High School & Revere High School,NUTRONs,Boston,Massachusetts,USA,1998,,NE,Greater Boston 4-H Robotics & Boston Latin School & Brookline High School & Revere High School,,CMPAW2
58,126,Jabil Healthcare &Clinton High School,Gael Force,Clinton,Massachusetts,USA,1992,,NE,Clinton High School,,CMPAW2
59,131,BAE SYSTEMS/NHDOE/CHAOS Families & Alumni/Queen City Rotary Club/Granite State Airport Management Assossiation&4-H&Manchester Central High School,C.H.A.O.S.,Manchester,New Hampshire,USA,1992,,NE,4-H & Manchester Central High School,,CMPAW2
60,133,ITS Inc. / Lockheed Martin / Robotics Institute of Maine / MSAD6 & Bonny Eagle High School,B.E.R.T.,Standish,Maine,USA,1997,,NE,Bonny Eagle High School,,CMPAW2
61,135,"Patrick Metals/PHM Educational Foundation Corporations For Education/Eagle Oilfield Rentals/Automated Data Systems /IN-MaC/Regal Mold and Die/JPD Controls INC./DeVon Builders/Penn High School, Penn Boosters, and Penn PTO&Penn High School",Penn Robotics,Mishawaka,Indiana,USA,1998,,FIN,Penn High School,,CMPAW2
62,138,Monarch Instrument/Rockwell Automation/BAE Systems/John Alberts Welding/BB Mold/Rapid Sheet Metal/S&S Machine/Amherst Lions Club/County Stores/PJ Currier Lumber/Omron/Altran&Souhegan High School,Entropy,Amherst,New Hampshire,USA,1996,,NE,Souhegan High School,,CMPAW2
63,141,"Engineered Automation Systems, Inc. / JR Automation Technologies, LLC / Holland Board of Public Works / Consumers Energy / Bradford Company / Tric Tool, Ltd. / Koop & Burr Insurance / Gentex / Woodward Inc. / OMT-Veyhl / Lakeshore Cutting Solutions / Padnos / Fastenal / Kaydon / DeLeeuw Lumber & West Ottawa High School",WOBOT,Holland,Michigan,USA,1995,,FIM,West Ottawa High School,,CMPAW2
64,144,Clippard Instruments/P&G/OPW Fueling Components/Skyline Chili/Earl and Florence Simmons Foundation/Rabbit Laser USA/Cincinnati Test Systems/R.A Jones/Alliance Robotics&Butler Tech - Colerain High School&Butler Tech - Northwest High School,The R.O.C.K,Cincinnati,Ohio,USA,1994,,,Butler Tech - Colerain High School & Butler Tech - Northwest High School,,CMPAW2
65,148,Innovation First International/L3 Harris&Greenville High School,Robowranglers,Greenville,Texas,USA,1992,,FIT,Greenville High School,,CMPAW
66,151,MakeIt Labs/GHO Ventures/BAE Systems/3rd Degree Safety Solutions/Parker Hannifin/Star Machines/Ritz Carlton Boston/The Godfrey Hotel/Corning Foundation&Nashua High School-South&Nashua High School-North&Family/Community,Tough Techs,Nashua,New Hampshire,USA,1992,,NE,Family/Community & Nashua High School-North & Nashua High School-South,,CMPAW2
67,155,"United Techologies Pratt & Whitney Division, East Hartford, CT / Comcast & Berlin High School & Catherine M Mcgee Middle Sch",The Technonuts,Berlin,Connecticut,USA,1994,,NE,Berlin High School & Catherine M Mcgee Middle Sch,,CMPAW2
68,156,Wabtec Corporation&Fairview High School,RPM  - Robotics Plus Mayhem ,Fairview,Pennsylvania,USA,1997,,,Fairview High School,,CMPAW2
69,157,Boston Scientific/NASA/Entwistle/Raytheon/Avidia Bank&Assabet Valley Reg Tech HS,AZTECHS,Marlborough,Massachusetts,USA,1992,,NE,Assabet Valley Reg Tech HS,,CMPAW2
70,166,"Merrimack School District/New Hampshire Department of Education/Elbit Systems of America/Workplace Modular Systems/BAE Systems/Saint-Gobain/Raytheon/B & K Industrial Finishing, Inc./FLIR Systems Inc/TechNH/Fully Promoted/Sal's Pizza&Merrimack High School",Chop Shop,Merrimack,New Hampshire,USA,1995,,NE,Merrimack High School,,CMPAW2
71,167,Collins Aerospace/Kirkwood Regional Center&Iowa City High School&West Senior High School&Liberty High School,Children of the Corn,Iowa City,Iowa,USA,1998,,,Liberty High School & West Senior High School & Iowa City High School,,CMPAW2
72,171,John Deere / University of Wisconsin - Platteville / Alliant Energy / Foust Prototyping / Esterline Avista & Platteville High School,Cheese Curd Herd,Platteville,Wisconsin,USA,1995,,,Platteville High School,,CMPAW2
73,172,Lanco Integrated / Chinburg Management / Falmouth High School / Adobe / Texas Instruments / Robotics Institute of Maine / IDEXX Laboratories / GoFar & Falmouth High School & Gorham High School,Northern Force,Falmouth/Gorham,Maine,USA,1996,,NE,Falmouth High School & Gorham High School,,CMPAW2
74,173,"Hubbell/Pratt & Whitney, A Raytheon Technologies Company/iDevices/CNC Software&Connecticut Ib Academy&Ellington High School&East Hartford High School&Tolland High School",RAGE Robotics ⚙️,Tolland,Connecticut,USA,1995,,NE,Tolland High School & East Hartford High School & Ellington High School & Connecticut Ib Academy,,CMPAW2
75,175,Raytheon Technologies Corporation/NASA/Peerless Tool&Enfield High School,Buzz Robotics,Enfield,Connecticut,USA,1996,,NE,Enfield High School,,CMPAW2
76,176,"Illinois Tool Works (ITW) / Amiel P. Zak Fund / Collins Aerospace & Connecticut 4-H Foundation, Inc. & Windsor Locks High School & Suffield High School",Aces High,Windsor Locks,Connecticut,USA,1996,,NE,"Connecticut 4-H Foundation, Inc. & Windsor Locks High School & Suffield High School",,CMPAW2
77,177,Pratt & Whitney/NASA&South Windsor High School,Bobcat Robotics,South Windsor,Connecticut,USA,1995,,NE,South Windsor High School,,CMPAW2
78,178,UTC Otis Elevator/Parker Hannifin Corp. Fluid Control Div./Sikorsky Aircraft/Farmington Friends of Robotics&Farmington High School,The 2nd Law Enforcers,Farmington,Connecticut,USA,1997,,NE,Farmington High School,,CMPAW2
79,179,Propp Family Foundation/Canon/Motorola Solutions/Aerojet Rocketdyne/EDF/Pratt & Whitney / Raytheon/DoD STEM/Lockheed Martin/FP&L/Florida Turbine Technologies/State of Florida&Inlet Grove Cmty High School&Suncoast High School,Children of the Swamp,Riviera Beach,Florida,USA,1998,,,Suncoast High School & Inlet Grove Cmty High School,,CMPAW
80,180,Florida Power & Light / UL / State of Florida / Pratt & Whitney / Lockheed Martin - Sikorsky / Siemens & South Fork High School & Clark Advanced Learning Ctr & Martin Co High School & Jensen Beach High School,S.P.A.M.,Stuart,Florida,USA,1998,,,South Fork High School & Clark Advanced Learning Ctr & Martin Co High School & Jensen Beach High School,,CMPAW
81,181,United Technologies/Pratt & Whitney/Stanley Black & Decker/The Stokosa Family & Hartford Public High School & Pathways Academy Tech & Design,Birds Of Prey,Hartford,Connecticut,USA,1998,,NE,Hartford Public High School & Pathways Academy Tech & Design,,CMPAW2
83,190,WPI&Mass Academy-Math & Science,Gompei and the H.E.R.D.,Worcester,Massachusetts,USA,1992,,NE,Mass Academy-Math & Science,,CMPAW2
84,191,Xerox Corporation/Sikorsky · Lockheed Martin/ESL Federal Credit Union&Wilson Magnet High School&Wilson Foundation Academy,X-CATS,Rochester,New York,USA,1992,,,Wilson Magnet High School,,CMPAW2
85,192,Robert Bosch LLC/KLA/Lockheed Martin Corporation/Sentient Energy/GRT parents & alumni/Palo Alto Unified School District/Amex Plating&Henry M Gunn HS,GRT,Palo Alto,California,USA,1997,,,Henry M Gunn HS,,CMPAW
86,193,Mt. Olive Board of Education / Mount Olive Robotics Education Association & Mt Olive High School,MORT Beta,Flanders,New Jersey,USA,1997,,FMA,Mt Olive High School,,CMPAW2
87,195,United Technologies / REV Robotics / Ametek-Hayden Kerk Motion Solutions / Lockheed Martin / Mohawk Northeast / Pyramid Technologies / Tiger Enterprises / JH Metal Finishings & Southington High School,CyberKnights,Southington,Connecticut,USA,1998,,NE,Southington High School,,CMPAW2
88,199,Sequoia Union High School District / Google / Pentair Thermal Management / Abbott Fund & Carlmont High School,Deep Blue,Belmont,California,USA,1998,,,Carlmont High School,,CMPAW
89,201,General Motors Research and Development/The FCA Foundation/Rochester Community Schools/TARDEC - NDEP/Dura/The State of Michigan/Driven Engineered Solutions/Bosch/Continental/ABB/Oakland University School of Engineering & Computer Science/Genisys Credit Union &Rochester High School,The FEDS,Rochester,Michigan,USA,1998,,FIM,Rochester High School,,CMPAW2
90,203,Campbell's Soup / Lockheed Martin / Team #203 Family Robotics Boosters Organization / Camden County Technical Schools Board of Education & Camden Co Tech Sch-Gloucester,SOUPer BOTS,Sicklerville,New Jersey,USA,1998,,FMA,Camden Co Tech Sch-Gloucester,,CMPAW2
91,207,Walt Disney Imagineering / The Boeing Company / Space X / Northrop Grumman Aerospace Systems / Idustrial Metal Supply / Cooler Master & Hawthorne High School,METALCRAFTERS,Hawthorne,California,USA,1999,,,Hawthorne High School,,CMPAW
92,216,Hepfer & Associates & Grandville High School,More RoboDawgs,Grandville,Michigan,USA,1999,,FIM,Grandville High School,,CMPAW2
93,217,Ford Motor Company/Aptiv Foundation/Detronic Industries&Utica Community Schools,ThunderChickens,Sterling Heights,Michigan,USA,1999,,FIM,Utica Community Schools,,CMPAW2
94,219,Picatinny-DoD/STEM/Google/Arxscan&Warren Hills Regional High Sch,Team Impact 219,Washington,New Jersey,USA,1999,,FMA,Warren Hills Regional High Sch,,CMPAW2
95,222,"Tunkhannock Robotics Booster Club / Guyette Communication / Procter and Gamble / Gentex Corporation / Greenman-Pedersen, Inc. / Samepage / Print to 3D & Tunkhannock High School",Tigertrons,Tunkhannock,Pennsylvania,USA,1999,,FMA,Tunkhannock High School,,CMPAW2
96,223,Johnson & Johnson/Turner/Eagle Electric/Flemington Instruments and Controls/Picatinny STEM/Reno's Appliances/PatchAmp/Computer Solutions by Dave&Lakeland Regional High School,Xtreme Heat,Wanaque,New Jersey,USA,1999,,FMA,Lakeland Regional High School,,CMPAW2
97,225,Caterpillar/TE Connectivity/St. Onge Company/Coupling Corporation of America/BAE Systems/Lone Mouontain Ventures LLC/York Country Day School/Acco Material Handling/PennAir/The Martin Family/The Krtanjek Family/JMT/The Edris Family Trust&TechFire Robotics of York,TechFire,York,Pennsylvania,USA,1999,,FMA,TechFire Robotics of York,,CMPAW2
98,226,General Motors/Bosch/Delphi Technologies/Michigan Department of Education/Department of Defence: National Defense Education Program of TARDEC/Continental Automotive Systems/Altair Engineering&Troy High School&Athens High School,Hammerheads,Troy,Michigan,USA,1999,,FIM,Athens High School & Troy High School,,CMPAW2
99,228,United Technologies / Trail of Terror / Meriden Board of Education / Mountain View Power Eqiupment / Micro Insert Inc. / R&D Precision / The Meriden Foundation / Companion Industries / Hobson Motzer / Component Engineers & H C Wilcox Voc Tech School & Mark T Sheehan High School & Francis T Maloney High School & Orville H Platt High School,GUS Robotics,Meriden,Connecticut,USA,1999,,NE,Mark T Sheehan High School & H C Wilcox Voc Tech School & Francis T Maloney High School & Orville H Platt High School,,CMPAW2
100,229,Clarkson University / E/One / Lockheed Martin / Stewart's Shops / Italian Affair / SeaComm Federal Credit Union / Massena Savings and Loan / Verizon / Jefford's Steel and Engineering Company / Corning & Norwood-Norfolk Sr High School & Massena High School,Division By Zero,Potsdam,New York,USA,1999,,,Norwood-Norfolk Sr High School & Massena High School,,CMPAW2
101,230,"United Technologies / Sikorsky, Lockheed Martin / OEM Controls / Ametek-Hayden Kerk / Shelton Public School System / Hubbell / Intuitive Surgical / Logicbroker / Valley Community Foundation & Shelton High School",Gaelhawks,Shelton,Connecticut,USA,1999,,NE,Shelton High School,,CMPAW2
102,231,NASA/Texas Workforce Commisson/Oceaneering Space Systems&Pasadena Independent School District,High Voltage,Pasadena,Texas,USA,1998,,FIT,Pasadena Independent School District,,CMPAW
103,233,NASA Kennedy Space Center/School Board of Brevard County/Lockheed Martin/Magnus Hi-Tech&Cocoa Beach Jr Sr High School&Space Coast Jr Sr High School&Rockledge High School,The Pink Team,Rockledge,Florida,USA,1999,,,Rockledge High School & Cocoa Beach Jr Sr High School & Space Coast Jr Sr High School,,CMPAW
104,234,Allison Transmission / Rolls-Royce / Morris Machine / Dow AgriScience / Our Proud Grandmas & Perry Meridian High School,Cyber Blue,Indianapolis,Indiana,USA,1999,,FIN,Perry Meridian High School,,CMPAW2
105,236,Lyme-Old Lyme Education Foundation (LOLEF)/Lyme-Old Lyme Public Schools/Brooks Associates Precision Machine Tools/Dominion Millstone Power Station & East Lyme High School & Old Lyme High School,Techno-Ticks,Old Lyme,Connecticut,USA,1999,,NE,East Lyme High School & Old Lyme High School,,CMPAW2
