teamNumber,location,latitude,longitude
94,"Southfield , Southfield, Michigan",42.47705655,-83.24507568290257
95,"White River Junction, Vermont",43.6488351,-72.3193634
97,"Cambridge, Massachusetts",42.3750997,-71.1056157
100,"Woodside High, Woodside, California",37.44580485,-122.23106577017776
101,"St Patrick , Chicago, Illinois",41.9392804,-87.77479477298535
102,"Somerville High, Somerville, New Jersey",40.578183,-74.61233651552078
103,"Kintnersville, Pennsylvania",40.5570457,-75.179619
107,"Holland Christian , Holland, Michigan",42.7659458,-86.1278018
108,"Dillard , Fort Lauderdale, Florida",26.1395132,-80.1755261
111,"Arlington Heights, Illinois",42.0811563,-87.9802164
114,"Los Altos High, Los Altos, California",37.38681215,-122.1090964487154
115,"Monta Vista High, Cupertino, California",37.3136964,-122.0567491504541
116,"Herndon High, Herndon, Virginia",38.98734195,-77.37424270122031
117,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
118,"League City, Texas",29.5074538,-95.0949303
120,"Cleveland, Ohio",41.4996574,-81.6936772
121,"Middletown , Middletown, Rhode Island",41.5524614,-71.27037832834264
122,"New Horizons Regional Education Center, Hampton, Virginia",37.06369565,-76.41144327047259
123,"Hamtramck , Hamtramck, Michigan",42.4022664,-83.05761742811653
125,"Boston, Massachusetts",42.3554334,-71.060511
126,"Clinton, Massachusetts",42.4141495,-71.6799426
128,"Grandview Heights , Grandview Heights, Ohio",39.9790064,-83.0265592
131,"Manchester, New Hampshire",42.9956397,-71.4547891
133,"Bonny Eagle , Standish, Maine",43.6972618,-70.59889122973684
135,"Penn , Mishawaka, Indiana",41.650518,-86.170425
136,"Plainfield High, Plainfield, New Jersey",40.61152475,-74.41273870533337
138,"Amherst, New Hampshire",42.8642874,-71.6252484
141,"West Ottawa  Campus, Holland, Michigan",42.8320901,-86.15561310717015
144,"Cincinnati, Ohio",39.1014537,-84.5124602
145,"Norwich, New York",42.531184,-75.5235149
148,"Greenville H S, Greenville, Texas",34.9602406,-82.4345999
151,"Nashua, New Hampshire",42.7656251,-71.4677032
155,"Berlin, Connecticut",41.621488,-72.7456519
156,"Fairview Hs, Fairview, Pennsylvania",42.0216865,-80.24555716889306
157,"Marlborough, Massachusetts",42.3459271,-71.5522874
159,"Poudre , Fort Collins, Colorado",40.5713126,-105.0026884
166,"Merrimack , Merrimack, New Hampshire",43.3625483,-71.460604
167,"Iowa City, Iowa",41.6612561,-91.5299106
171,"Platteville High, Platteville, Wisconsin",42.74235225,-90.46404326520393
172,"Falmouth  & Gorham , Falmouth/Gorham, Maine",43.754966,-70.30488
173,"Tolland, Connecticut",41.818446,-72.3562252
174,"Liverpool , Liverpool, New York",43.1481445,-76.21581153197891
175,"Enfield , Enfield, Connecticut",41.97896655,-72.59838825968257
176,"Windsor Locks  & Suffield , Windsor Locks, Connecticut",41.9428337,-72.6195996
177,"South Windsor , South Windsor, Connecticut",41.8429283,-72.55421799651432
178,"Farmington , Farmington, Connecticut",41.73344545,-72.79234525803653
179,"West Palm Beach, Florida",26.715364,-80.0532942
180,"Stuart, Florida",27.197983,-80.2519175
181,"Hartford, Connecticut",41.764582,-72.6908547
190,"Ma Academy for Math and Science School, Worcester, Massachusetts",42.2764079,-71.7999251
191,"Rochester, New York",43.157285,-77.615214
192,"Henry M Gunn HS, Palo Alto, California",37.40242385,-122.1339436935126
193,"Flanders, New Jersey",40.8456549,-74.6948843
195,"Southington , Southington, Connecticut",41.61567355,-72.86113161252203
199,"Carlmont High, Belmont, California",37.5051047,-122.28864250571144
201,"Rochester , Rochester, Michigan",42.66869795,-83.14239330827945
203,"Sicklerville, New Jersey",39.7173375,-74.9693329
204,"Eastern High, Voorhees, New Jersey",39.8496878,-74.9670446036615
207,"Hawthorne, California",33.9188589,-118.3483256
213,"Keene , Keene, New Hampshire",42.9155576,-72.2473515
216,"Grandville , Grandville, Michigan",42.910621,-85.7615685
217,"Sterling Heights, Michigan",42.5803122,-83.0302033
219,"Washington, New Jersey",38.88910115,-77.0408771293383
222,"Tunkhannock Hs, Tunkhannock, Pennsylvania",41.5447976,-75.95964999296953
223,"Wanaque, New Jersey",41.0381526,-74.2940378
224,"Piscataway, New Jersey",40.5462553,-74.4660408
225,"York, Pennsylvania",39.9067499,-76.7008946
226,"Athens  & Troy , Troy, Michigan",42.5818284,-83.11158190842941
228,"Meriden, Connecticut",41.5381535,-72.8070435
229,"Potsdam, New York",44.6697996,-74.9813349
230,"Shelton , Shelton, Connecticut",41.308786,-73.1199241
231,"Pasadena, Texas",29.6910753,-95.2092076
233,"Rockledge, Florida",28.3201553,-80.736647
234,"Perry Meridian , Indianapolis, Indiana",39.64810585,-86.16643133771572
236,"Lyme-Old Lyme , Old Lyme, Connecticut",41.31089625,-72.34909569999996
237,"Watertown , Watertown, Connecticut",41.59411865,-73.10245670955362
238,"Manchester Memorial , Manchester, New Hampshire",42.968371950000005,-71.46006388152011
240,"Jefferson , Monroe, Michigan",42.0215061,-83.483177
244,"Grandville , Grandville, Michigan",42.910621,-85.7615685
245,"Rochester Adams , Rochester, Michigan",42.696228700000006,-83.19718679015588
246,"Boston University Academy, Boston, Massachusetts",42.3510171,-71.10981338167903
247,"Berkley, Michigan",42.5030909,-83.1835389
250,"Colonie Central , Colonie, New York",42.7069722,-73.8203893
253,"Mills High, Millbrae, California",37.5941393,-122.3904017
254,"Bellarmine College Preparatory, San Jose, California",37.3428035,-121.91810337452388
256,"Willow Glen High, San Jose, California",37.29073285,-121.89838472998288
263,"Ronkonkoma, New York",40.803529,-73.124548
269,"Oconomowoc High, Oconomowoc, Wisconsin",43.09839685,-88.48863355211108
271,"Bay Shore Senior , Bay Shore, New York",40.7309011,-73.2547989
272,"Lansdale Catholic , Lansdale, Pennsylvania",40.2434406,-75.26954539776581
279,"Maumee, Ohio",41.5628294,-83.6538244
280,"Taylor Career & Technical Center , Taylor, Michigan",42.2375733,-83.2781857
281,"Greenville, South Carolina",34.851354,-82.3984882
283,"Greenville, South Carolina",34.851354,-82.3984882
287,"William Floyd  & William Floyd , Mastic Beach, New York",40.76745275,-72.8211859076996
288,"Grandville , Grandville, Michigan",42.910621,-85.7615685
291,"Erie, Pennsylvania",42.1294712,-80.0852695
292,"Russiaville, Indiana",40.4175374,-86.2713849
293,"Hopewell Valley Central , Pennington, New Jersey",40.32808695,-74.80302724162648
294,"Redondo Beach, California",33.8455911,-118.3886766
295,"Granite Bay High, Granite Bay, California",38.7315505,-121.21187482401989
299,"Cupertino, California",37.3228934,-122.0322895
302,"Lake Orion, Michigan",42.7844752,-83.2396612
303,"Bridgewater, New Jersey",40.5598127,-74.5517146
308,"Walled Lake, Michigan",42.537811,-83.4810481
313,"Wayne Memorial , Wayne, Michigan",42.2874978,-83.377392
314,"Carman-Ainsworth , Flint, Michigan",43.02587095,-83.77079533490837
316,"Penns Grove, New Jersey",39.7295581,-75.4679734
319,"Prospect Mountain , Alton, New Hampshire",43.402786,-71.1894537
321,"Central Hs, Philadelphia, Pennsylvania",40.03743125,-75.15056680845925
322,"Flint, Michigan",43.0161693,-83.6900211
323,"Mountain Home, Arkansas",36.3361391,-92.3801187
329,"Patchogue-Medford , Medford, New York",40.8092798,-72.98740471827819
330,"Hermosa Beach, California",33.86428,-118.39591
333,"John Dewey , Brooklyn, New York",40.587629,-73.98116657499443
334,"Brooklyn Technical , Brooklyn, New York",40.6887573,-73.97640887345645
335,"Brooklyn, New York",40.6526006,-73.9497211
337,"Logan, West Virginia",37.8024603,-81.9284776
339,"Stafford, Virginia",38.4167265,-77.4579783
340,"Churchville, New York",43.104228,-77.884454
341,"Ambler, Pennsylvania",40.1545535,-75.2215651
342,"Fort Dorchester High, North Charleston, South Carolina",32.9274095,-80.10935521853108
343,"Seneca, South Carolina",34.6865321,-82.9527288
346,"Lloyd C Bird High, Chesterfield, Virginia",37.3884709,-77.4950983
348,"Norwell , Norwell, Massachusetts",42.172323,-70.8717104
352,"Carle Place, New York",40.7526008,-73.6104058
353,"Plainview-Old Bethpage/Jfk , Plainview, New York",40.78083185,-73.46008939342354
354,"Brooklyn, New York",40.6526006,-73.9497211
358,"Hauppauge , Hauppauge, New York",40.8206236,-73.2193413
359,"Waialua, Hawaii",21.571313,-158.12518450022145
360,"Bellarmine Preparatory School, Tacoma, Washington",47.23716505,-122.4863753057666
364,"Gulfport , Gulfport, Mississippi",30.4067382,-89.0924345
365,"Wilmington, Delaware",39.7459468,-75.546589
368,"Honolulu, Hawaii",21.304547,-157.855676
369,"Brooklyn, New York",40.6526006,-73.9497211
371,"Curtis , Staten Island, New York",40.645539,-74.08236650848119
378,"Newfane Senior , Newfane, New York",43.28677145,-78.6945327542692
379,"Girard Sr , Girard, Ohio",41.1628353,-80.68341
384,"Tucker High, Henrico, Virginia",37.629258,-77.54841466377252
386,"Melbourne, Florida",28.106471,-80.6371513
395,"Bronx, New York",40.8466508,-73.8785937
399,"Lancaster High, Lancaster, California",34.69433735,-118.1904100536022
401,"Christiansburg, Virginia",37.1298517,-80.4089389
418,"Lasa , Austin, Texas",30.258765,-97.68107506104953
422,"Richmond, Virginia",37.5385087,-77.43428
423,"Cheltenham Hs, Wyncote, Pennsylvania",40.08771725,-75.1613899097889
433,"Mount St Joseph Academy, Flourtown, Pennsylvania",40.0939357,-75.21940193744234
435,"Raleigh, North Carolina",35.7803977,-78.6390989
441,"Reagan H S, Houston, Texas",29.7880911,-95.379325
442,"Huntsville, Alabama",34.729847,-86.5859011
447,"Anderson, Indiana",40.1053196,-85.6802541
449,"Silver Spring, Maryland",38.9997621,-77.02403709829767
451,"Maumee, Ohio",41.5628294,-83.6538244
453,"Clinton Township, Michigan",42.5869782,-82.9200047
456,"Vicksburg, Mississippi",32.3528055,-90.8777342
457,"South San Antonio , San Antonio, Texas",29.5048654,-98.57612786342676
461,"West Lafayette, Indiana",40.4258686,-86.9080655
467,"Shrewsbury, Massachusetts",42.283828,-71.7172866
468,"Flint, Michigan",43.0161693,-83.6900211
469,"Bloomfield Hills, Michigan",42.583645,-83.2454883
470,"Ypsilanti, Michigan",42.2410562,-83.613055
484,"Havertown, Pennsylvania",39.9809452,-75.3085201
486,"Strath Haven Hs, Wallingford, Pennsylvania",39.8946131,-75.37197344939858
488,"Seattle, Washington",47.6038321,-122.330062
492,"International School, Bellevue, Washington",47.60455315,-122.17216055595134
494,"Goodrich , Goodrich, Michigan",42.9139472,-83.51396339564499
496,"Earl L Vandermeulen , Port Jefferson, New York",40.94,-73.0705556
498,"Cactus , Glendale, Arizona",33.6271188,-112.19654830101088
501,"Manchester, New Hampshire",42.9956397,-71.4547891
503,"Novi , Novi, Michigan",42.44728945,-83.43501248241162
509,"Bedford , Bedford, New Hampshire",42.9366037,-71.51807128473519
514,"Miller Place , Miller Place, New York",40.9598212,-72.9962148
522,"Staten Island, New York",40.5834557,-74.1496048
525,"Cedar Falls , Cedar Falls, Iowa",42.51495695,-92.46295221070967
527,"Massapequa, New York",40.6761472,-73.4696557
533,"Lindenhurst Senior , Lindenhurst, New York",40.69724235,-73.36484662585306
537,"Sussex, Wisconsin",43.1339001,-88.2220372
538,"Arab, Alabama",34.3181497,-86.4958219
539,"Trinity Episcopal School, Richmond, Virginia",37.5497625,-77.59464434503171
540,"Godwin High, Henrico, Virginia",37.61852995,-77.60427867831766
545,"Island Trees , Levittown, New York",40.7223595,-73.49325354224942
547,"Lincoln County , Fayetteville, Tennessee",35.1523044,-86.5705508
548,"Northville , Northville, Michigan",42.41189195,-83.49538157683597
554,"Highlands , Ft. Thomas, Kentucky",39.0840915,-84.45017031537355
555,"Montclair High, Montclair, New Jersey",40.82316305,-74.21316570363767
558,"New Haven, Connecticut",41.3082138,-72.9250518
564,"Longwood , Middle Island, New York",40.8658818,-72.9290281
568,"Anchorage, Alaska",61.2163129,-149.894852
569,"Westbury, New York",40.7556561,-73.5876273
571,"Windsor , Windsor, Connecticut",41.8521426,-72.6422989
573,"Bloomfield Hills, Michigan",42.583645,-83.2454883
578,"Fairport, New York",43.0993,-77.443014
580,"Campbell Hall School, Studio City, California",34.153872,-118.39837073574256
581,"San Jose, California",37.3361663,-121.890591
585,"Tehachapi High, Tehachapi, California",35.12194,-118.43446692241594
587,"Hillsborough, North Carolina",36.0752088,-79.0992085
589,"Crescenta Valley High, La Crescenta, California",34.22258815,-118.24312796588256
590,"Choctaw, Mississippi",33.3569348,-89.2390212
597,"Los Angeles, California",34.0536909,-118.242766
599,"Granada Hills Charter High, Granada Hills, California",34.26089485,-118.5253897924591
601,"Hampton Bays Secondary School, Hampton Bays, New York",40.8741643,-72.50821355181307
604,"Leland High, San Jose, California",37.21666785,-121.84414584895516
606,"Los Angeles, California",34.0536909,-118.242766
611,"Langley High, McLean, Virginia",38.95079775,-77.16566561749276
612,"Chantilly, Virginia",38.8788355,-77.40221718011088
614,"Hayfield Secondary, Alexandria, Virginia",38.75004375,-77.14446518839361
617,"Highland Springs High, Henrico, Virginia",37.53775455,-77.32498584943525
619,"Charlottesville, Virginia",38.029306,-78.4766781
620,"Madison High, Vienna, Virginia",38.8960499,-77.2789632
623,"Oakton High, Vienna, Virginia",38.8787187,-77.2820455957048
624,"Katy, Texas",29.7857853,-95.8243956
639,"Ithaca, New York",42.4396039,-76.4968019
640,"Jamaica, New York",40.7029134,-73.8006429
647,"Killeen, Texas",31.1171441,-97.727796
648,"Quad Cities, Iowa",41.5580702,-90.5496248101071
649,"Saratoga High, Saratoga, California",37.2656448,-122.02936405031446
653,"Edison H S, San Antonio, Texas",29.47509,-98.509585
662,"USAF Academy, Colorado",38.77406895,-104.30153449109022
663,"Whitinsville Christian School & Whitinsville Christian School, Whitinsville, Massachusetts",42.10733405,-71.65037803646337
668,"San Jose, California",37.3361663,-121.890591
670,"Homestead High, Cupertino, California",37.3357104,-122.048305047999
677,"Columbus School for Girls, Columbus, Ohio",39.96815965,-82.938338826571
686,"Walkersville, Maryland",39.4817659,-77.3507698
687,"California Academy of Mathematics and Science, Carson, California",33.86135535,-118.2554755704306
691,"West Ranch High, Valencia, California",34.40384035,-118.5941829886631
692,"St Francis , Sacramento, California",38.534002,-121.498109
694,"Stuyvesant , New York, New York",42.3903615,-73.7815127
695,"Beachwood , Beachwood, Ohio",41.498594,-81.49381795791867
696,"La Crescenta, California",34.230429,-118.2350733
698,"Hamilton , Chandler, Arizona",33.2512313,-111.84358699925995
701,"Vanden High, Fairfield, California",38.2829437,-121.9616422
702,"Culver City High, Culver City, California",34.0064006,-118.4025775
703,"Saginaw Career Complex, Saginaw, Michigan",43.44580015,-83.96930453378627
706,"Arrowhead High, Hartland, Wisconsin",43.1163103,-88.34859013688478
708,"Hatboro-Horsham Shs, Horsham, Pennsylvania",40.1970949,-75.16397262424202
709,"Agnes Irwin School, Bryn Mawr, Pennsylvania",40.02808995,-75.3502502675044
714,"Technology High, Newark, New Jersey",40.75723395,-74.1692354306208
716,"Housatonic Valley Regional , Falls Village, Connecticut",41.9377998,-73.36356584956141
743,"Bronx, New York",40.8466508,-73.8785937
744,"Westminster Academy, Fort Lauderdale, Florida",26.1972029,-80.11255488387184
747,"Middlesex, New Jersey",40.596106,-74.237292
751,"Woodside Priory School, Portola Valley, California",37.37617335,-122.21247098657592
753,"Mountain View Senior , Bend, Oregon",44.077511650000005,-121.2663501742289
766,"Atherton, California",37.453773,-122.2058272
801,"Merritt Island, Florida",28.2662775,-80.66369844594115
806,"Brooklyn, New York",40.6526006,-73.9497211
810,"Smithtown, New York",40.8559314,-73.2006687
811,"Bishop Guertin , Nashua, New Hampshire",42.7387379,-71.47394061363015
812,"La Jolla, California",32.8401623,-117.2740777
815,"Allen Park, Michigan",42.2595071,-83.2107671
816,"Mount Holly, New Jersey",39.9928898,-74.7876624
818,"Warren, Michigan",42.4932575,-83.0062746
829,"Indianapolis, Indiana",39.7683331,-86.1583502
830,"Ann Arbor, Michigan",42.2681569,-83.7312291
832,"Roswell , Roswell, Georgia",33.9178967,-84.3794785
834,"Center Valley, Pennsylvania",40.529266,-75.393236
835,"Detroit Country Day School, Beverly Hills, Michigan",42.512944000000005,-83.26455110217968
836,"Hollywood, Maryland",38.3459143,-76.5717292
839,"Agawam High, Agawam, Massachusetts",42.0636121,-72.6733136227592
841,"Richmond High, Richmond, California",37.952479,-122.3464077
842,"Carl Hayden , Phoenix, Arizona",33.4569748,-112.13238265323164
846,"Lynbrook High, San Jose, California",37.3006125,-122.00397410639948
847,"Philomath , Philomath, Oregon",44.5373116,-123.35507664873252
848,"San Pedro, California",33.7358518,-118.2922934
852,"the Athenian School, Danville, California",37.8348927,-121.94820762299464
857,"Houghton Central , Houghton, Michigan",47.1185866,-88.5641906
858,"Wyoming , Wyoming, Michigan",42.9097493,-85.6989193
862,"Canton, Michigan",42.3076547,-83.4868961
867,"Arcadia High, Arcadia, California",34.1296343,-118.03637259661554
868,"Carmel , Carmel, Indiana",39.95530865,-86.16630440162524
870,"Southold Junior-Senior , Southold, New York",41.06077675,-72.43247031689401
871,"West Islip Senior , West Islip, New York",40.70158705,-73.30189132875714
876,"Northwood, North Dakota",47.7341547,-97.5667543
877,"Cando, North Dakota",48.486668,-99.209859
884,"Malverne Senior , Malverne, New York",40.6708524,-73.6599556907698
885,"Randolph Center, Vermont",43.9408988,-72.607603
888,"Glenelg , Glenelg, Maryland",39.2646661,-76.9869456
894,"Flint, Michigan",43.0161693,-83.6900211
900,"Durham, North Carolina",35.996653,-78.9018053
904,"Grand Rapids, Michigan",42.9632405,-85.6678639
910,"Bishop Foley Catholic , Madison Heights, Michigan",42.52842015,-83.1247657119508
930,"Mukwonago High, Mukwonago, Wisconsin",42.872683550000005,-88.35030083899602
931,"Gateway High, Saint Louis, Missouri",38.6211,-90.2688
932,"Memorial Hs, Tulsa, Oklahoma",36.08047925,-95.91483877144844
935,"Newton, Kansas",38.0469166,-97.3447244
937,"Shawnee Mission North High, Mission, Kansas",39.02096085,-94.6712047663842
938,"Richmond, Kansas",38.4027955,-95.2538631
945,"Orlando, Florida",28.5421109,-81.3790304
948,"Bellevue, Washington",47.6144219,-122.192337
949,"Bellevue , Bellevue, Washington",38.8312492,-77.0093944
955,"Crescent Valley , Corvallis, Oregon",44.6169002,-123.26494120484418
957,"Albany, Oregon",44.6365071,-123.1059324
967,"Linn-Mar , Marion, Iowa",42.06367525,-91.60199467822594
968,"West Covina High, West Covina, California",34.06276855,-117.91385470939258
971,"Mountain View High, Mountain View, California",37.3586027,-122.067153286218
972,"Los Gatos High, Los Gatos, California",37.2233806,-121.97664110856827
973,"Atascadero, California",35.4894169,-120.6707255
977,"South Boston, Virginia",36.6987494,-78.9013987
980,"Sylmar, California",34.3076252,-118.4492148
981,"Lebec, California",34.8416435,-118.8648189
987,"Cimarron Memorial , Las Vegas, Nevada",36.2024151,-115.25370544436775
988,"Ed W Clark , Las Vegas, Nevada",36.13551505,-115.19715182766932
991,"Brophy College Preparatory, Phoenix, Arizona",33.50460785,-112.07112268861678
996,"Casa Grande Union , Casa Grande, Arizona",32.9352472,-111.7371995
997,"Corvallis , Corvallis, Oregon",44.56305595,-123.28392363395751
999,"Cheshire , Cheshire, Connecticut",41.50155075,-72.9006092480532
1002,"Wheeler , Marietta, Georgia",33.96004375,-84.47959694535763
1011,"Sonoran Science Academy - Tucson, Tucson, Arizona",32.1817438,-110.8692547
1014,"Dublin, Ohio",40.0992294,-83.1140771
1018,"Pike , Indianapolis, Indiana",39.8755971,-86.2544355
1023,"Temperance, Michigan",41.76476,-83.57222792957555
1024,"Indianapolis, Indiana",39.7683331,-86.1583502
1025,"Ferndale , Ferndale, Michigan",42.4527778,-83.1483333
1027,"West Springfield High, West Springfield, Massachusetts",42.1221074,-72.64155216614515
1038,"Liberty Township, Ohio",41.4391165,-84.05702801517452
1051,"Mullins, South Carolina",34.2060587,-79.2559892
1058,"Londonderry, New Hampshire",42.8650869,-71.3739532
1065,"Osceola , Kissimmee, Florida",28.32863155,-81.54186369305259
1071,"Wolcott , Wolcott, Connecticut",41.60870665,-72.98550836255095
1072,"the Harker School, San Jose, California",37.31234065,-121.9683895074666
1073,"Hollis-Brookline , Hollis, New Hampshire",42.738247900000005,-71.59292210510414
1076,"Pioneer , Ann Arbor, Michigan",42.26030385,-83.75387823973708
1080,"Henrico, Virginia",37.5131191,-77.3465081
1085,"Avon  & 4-H, Avon, Connecticut",41.7789181,-72.8636001
1086,"Deep Run High, Glen Allen, Virginia",37.67576645,-77.59946526606633
1089,"Hightstown High, Hightstown, New Jersey",40.260383950000005,-74.53239893445277
1091,"Hartford High, Hartford, Wisconsin",43.3068271,-88.38852241292108
1094,"O Fallon, Missouri",38.7902503,-90.7033292
1099,"Brookfield , Brookfield, Connecticut",41.4659386,-73.3875924
1100,"Northboro, Massachusetts",42.2690525,-71.7656605
1102,"Augusta, Georgia",33.4709714,-81.9748429
1108,"Paola High, Paola, Kansas",38.5751558,-94.8573269
1111,"South River High, Edgewater, Maryland",38.92185565,-76.56003133430956
1123,"Fairfax, Virginia",38.8462236,-77.3063733
1124,"Avon , Avon, Connecticut",41.7763678,-72.83824341865667
1126,"Webster, New York",43.212285,-77.429994
1137,"Mathews High, Mathews, Virginia",37.4507488,-76.32500161006791
1138,"West Hills, California",34.2032325,-118.645476
1143,"Clarks Summit, Pennsylvania",41.4941161,-75.703413
1153,"Walpole High, Walpole, Massachusetts",42.13513815,-71.248068563267
1155,"Bronx  of Science, Bronx, New York",40.8783886,-73.89095497482518
1157,"Boulder, Colorado",40.0149856,-105.270545
1159,"Ramona Convent Secondary School, Alhambra, California",34.07321175,-118.13951200618035
1160,"San Marino, California",34.1215947,-118.105739
1164,"Arrowhead Park Early College , Las Cruces, New Mexico",32.27402615,-106.73959376736964
1165,"Paradise Valley , Phoenix, Arizona",33.65148875,-112.01065031681838
1168,"Malvern Preparatory School, Malvern, Pennsylvania",40.0269975,-75.51229338822898
1178,"De Smet Jesuit , Saint Louis, Missouri",38.6603514,-90.44563538846832
1188,"Royal Oak , Royal Oak, Michigan",42.4891743,-83.1475199
1189,"Grosse Pointe, Michigan",42.3861485,-82.9118591
1197,"South High, Torrance, California",33.8124507,-118.36404587010284
1208,"O Fallon , O Fallon, Illinois",38.59871115,-89.9147539625402
1209,"Booker T. Washington Hs, Tulsa, Oklahoma",36.1869974,-95.96939160357472
1212,"Chandler, Arizona",33.3062031,-111.8411851
1218,"Springside School, Philadelphia, Pennsylvania",40.0606669,-75.2121228
1225,"Henderson County Public Schools, Hendersonville, North Carolina",35.31581505,-82.46461333000002
1228,"Rahway High, Rahway, New Jersey",40.61070785,-74.29405286802233
1230,"Herbert H Lehman , Bronx, New York",40.8399325,-73.83915785574166
1243,"Swartz Creek , Swartz Creek, Michigan",42.9676083,-83.8286612
1245,"Monarch , Louisville, Colorado",39.95192235,-105.141816127
1247,"Kearsarge Regional , North Sutton, New Hampshire",43.34845605,-71.90438614971984
1248,"Berea-Midpark , Berea, Ohio",41.3800548,-81.87721239376143
1250,"Henry Ford Academy, Dearborn, Michigan",42.3059379,-83.22365597319413
1251,"Tamarac, Florida",26.2128609,-80.2497707
1254,"Lawrence, Michigan",42.2192056,-86.051408
1255,"Baytown, Texas",29.7355047,-94.9774274
1257,"Scotch Plains, New Jersey",40.65538,-74.3898732
1258,"Seattle Lutheran , Seattle, Washington",47.5649402,-122.3846376988621
1259,"Pewaukee High, Pewaukee, Wisconsin",43.0741763,-88.2620378
1261,"Peachtree Ridge , Suwanee, Georgia",34.013076100000006,-84.08724292027458
1262,"Martinsville, Virginia",36.6915262,-79.8725386
1266,"Madison High, San Diego, California",32.8315475,-117.17351886063192
1277,"Groton Dunstable Regional, Groton, Massachusetts",42.65144585,-71.54099585028197
1279,"Immaculata , Somerville, New Jersey",40.5799958,-74.61846073066702
1280,"Danville, California",37.8225892,-122.0008254
1287,"Myrtle Beach, South Carolina",33.6956461,-78.8900409
1288,"Saint Charles, Missouri",38.783855,-90.481677
1289,"Lawrence , Lawrence, Massachusetts",42.7018463,-71.1523088
1290,"Chandler , Chandler, Arizona",33.3015164,-111.89860828196058
1293,"Columbia, South Carolina",38.88974405,-77.04086075512475
1294,"Eastlake , Sammamish, Washington",47.61325265000001,-122.02949424040833
1296,"Rockwall, Texas",32.8923464,-96.4066987
1303,"Kelly Walsh , Casper, Wyoming",42.84001035,-106.27942763947529
1306,"Madison, Wisconsin",43.074761,-89.3837613
1307,"Dover, New Hampshire",43.1981117,-70.8739761
1308,"Saint Ignatius , Cleveland, Ohio",41.4826297,-81.70532637384403
1311,"Kennesaw, Georgia",34.0234337,-84.6154897
1317,"Westerville, Ohio",40.126139,-82.9295287
1318,"Issaquah , Issaquah, Washington",47.522067,-122.0285206793016
1319,"Mauldin High, Mauldin, South Carolina",34.79418135,-82.28929452749475
1322,"Fenton, Michigan",42.7978061,-83.7049498
1323,"Madera High, Madera, California",36.95391985,-120.06541798761576
1329,"St. Louis, Missouri",38.6280278,-90.1910154
1332,"Plateau Valley , Collbran, Colorado",39.2336414,-107.99657849993233
1339,"East , Denver, Colorado",39.6796152,-104.9376995
1350,"La Salle Academy, Providence, Rhode Island",41.84104335,-71.44709498231646
